frame_id,timestamp,source,landmark_name,x_norm,y_norm,z_norm,handedness,visibility
35,5.183808088302612,HAND_0,WRIST_HAND,0.9556369781494141,0.755953311920166,3.768538761050877e-07,Left,
35,5.183808088302612,HAND_0,INDEX_FINGER_TIP,0.8694403767585754,0.3860328793525696,-0.08597872406244278,Left,
36,5.397876977920532,HAND_0,WRIST_HAND,0.972221851348877,0.7298622131347656,4.848641879107163e-07,Left,
36,5.397876977920532,HAND_0,INDEX_FINGER_TIP,0.9381376504898071,0.3060309886932373,-0.060807760804891586,Left,
37,5.693801164627075,HAND_0,WRIST_HAND,0.8409624695777893,0.6738491058349609,3.0542034323843836e-07,Left,
37,5.693801164627075,HAND_0,INDEX_FINGER_TIP,0.8049325346946716,0.21574926376342773,0.005714318249374628,Left,
37,5.693801164627075,HAND_1,WRIST_HAND,0.8559008836746216,0.6943404674530029,1.0742555787146557e-06,Left,
37,5.693801164627075,HAND_1,INDEX_FINGER_TIP,0.8210721015930176,0.24214217066764832,0.06789223849773407,Left,
39,5.948861837387085,HAND_0,WRIST_HAND,0.6326594948768616,0.8384934663772583,9.415157933290175e-07,Left,
39,5.948861837387085,HAND_0,INDEX_FINGER_TIP,0.2508842945098877,0.3541317582130432,-0.08402133733034134,Left,
40,6.0792076587677,HAND_0,WRIST_HAND,0.7020460963249207,0.8252617120742798,1.0171402209380176e-06,Left,
40,6.0792076587677,HAND_0,INDEX_FINGER_TIP,0.3268805146217346,0.2506629228591919,-0.09720595180988312,Left,
41,6.2115912437438965,HAND_0,WRIST_HAND,0.7033590078353882,0.8118009567260742,9.016443414111563e-07,Left,
41,6.2115912437438965,HAND_0,INDEX_FINGER_TIP,0.291370153427124,0.29487961530685425,-0.09185723215341568,Left,
42,6.329957008361816,HAND_0,WRIST_HAND,0.6740087270736694,0.8923074007034302,9.013845101435436e-07,Left,
42,6.329957008361816,HAND_0,INDEX_FINGER_TIP,0.22815054655075073,0.43915191292762756,-0.07571954280138016,Left,
43,6.449912786483765,HAND_0,WRIST_HAND,0.6792659759521484,0.8496130108833313,8.356254852515121e-07,Left,
43,6.449912786483765,HAND_0,INDEX_FINGER_TIP,0.2262115776538849,0.4179116487503052,-0.0689435750246048,Left,
44,6.559253454208374,HAND_0,WRIST_HAND,0.6764630079269409,0.8361349105834961,8.971520628620056e-07,Left,
44,6.559253454208374,HAND_0,INDEX_FINGER_TIP,0.23027567565441132,0.3869069814682007,-0.09003201872110367,Left,
45,6.66508412361145,HAND_0,WRIST_HAND,0.6910022497177124,0.831824541091919,9.521636457066052e-07,Left,
45,6.66508412361145,HAND_0,INDEX_FINGER_TIP,0.24367952346801758,0.37010544538497925,-0.08104894310235977,Left,
46,6.77009916305542,HAND_0,WRIST_HAND,0.7011604905128479,0.8267509937286377,8.276937251139316e-07,Left,
46,6.77009916305542,HAND_0,INDEX_FINGER_TIP,0.2616986334323883,0.39551883935928345,-0.0902939885854721,Left,
47,6.879080295562744,HAND_0,WRIST_HAND,0.7155410051345825,0.8008419275283813,7.876577683418873e-07,Left,
47,6.879080295562744,HAND_0,INDEX_FINGER_TIP,0.28836125135421753,0.37902387976646423,-0.07208853960037231,Left,
48,6.984988689422607,HAND_0,WRIST_HAND,0.7136737108230591,0.7946580648422241,8.452326483165962e-07,Left,
48,6.984988689422607,HAND_0,INDEX_FINGER_TIP,0.28955647349357605,0.3687037229537964,-0.08471254259347916,Left,
49,7.0783960819244385,HAND_0,WRIST_HAND,0.7364853620529175,0.7950747609138489,8.422998121204728e-07,Left,
49,7.0783960819244385,HAND_0,INDEX_FINGER_TIP,0.30567342042922974,0.3751205801963806,-0.060882922261953354,Left,
50,7.173312187194824,HAND_0,WRIST_HAND,0.7491212487220764,0.7952635288238525,8.087578180493438e-07,Left,
50,7.173312187194824,HAND_0,INDEX_FINGER_TIP,0.32108670473098755,0.3832828998565674,-0.07341066747903824,Left,
51,7.266939878463745,HAND_0,WRIST_HAND,0.7533419132232666,0.7964887619018555,8.142091587615141e-07,Left,
51,7.266939878463745,HAND_0,INDEX_FINGER_TIP,0.3287936747074127,0.38258135318756104,-0.08011739701032639,Left,
52,7.356749773025513,HAND_0,WRIST_HAND,0.810409426689148,0.7875896692276001,6.591000101252575e-07,Left,
52,7.356749773025513,HAND_0,INDEX_FINGER_TIP,0.3877790868282318,0.3985099196434021,-0.07506869733333588,Left,
53,7.44838809967041,HAND_0,WRIST_HAND,0.816852331161499,0.7821266055107117,7.282145588760613e-07,Left,
53,7.44838809967041,HAND_0,INDEX_FINGER_TIP,0.40560251474380493,0.40195387601852417,-0.07801177352666855,Left,
54,7.540241003036499,HAND_0,WRIST_HAND,0.8450069427490234,0.7921499013900757,5.737433639296796e-07,Left,
54,7.540241003036499,HAND_0,INDEX_FINGER_TIP,0.4502113461494446,0.4340627193450928,-0.0626474991440773,Left,
55,7.636276483535767,HAND_0,WRIST_HAND,0.8358155488967896,0.7933353781700134,5.354370955501508e-07,Left,
55,7.636276483535767,HAND_0,INDEX_FINGER_TIP,0.4719456434249878,0.48070257902145386,-0.06868135184049606,Left,
56,7.731287240982056,HAND_0,WRIST_HAND,0.8146437406539917,0.8022253513336182,6.018983640387887e-07,Left,
56,7.731287240982056,HAND_0,INDEX_FINGER_TIP,0.4712241291999817,0.5013017058372498,-0.06571262329816818,Left,
57,7.822382926940918,HAND_0,WRIST_HAND,0.7715709209442139,0.826798677444458,4.629572174508212e-07,Left,
57,7.822382926940918,HAND_0,INDEX_FINGER_TIP,0.4537968039512634,0.5896890163421631,-0.043891798704862595,Left,
58,7.935163259506226,HAND_0,WRIST_HAND,0.705877423286438,0.8410147428512573,4.7673370318079833e-07,Left,
58,7.935163259506226,HAND_0,INDEX_FINGER_TIP,0.4489213228225708,0.6468722224235535,-0.06149328872561455,Left,
58,7.935163259506226,HAND_1,WRIST_HAND,0.733177661895752,0.8451166749000549,3.619622361838992e-07,Left,
58,7.935163259506226,HAND_1,INDEX_FINGER_TIP,0.448932021856308,0.6467199921607971,-0.03962588310241699,Left,
59,7.998722314834595,HAND_0,WRIST_HAND,0.7207909822463989,0.8425825238227844,3.0128833827802737e-07,Left,
59,7.998722314834595,HAND_0,INDEX_FINGER_TIP,0.45484158396720886,0.6585869789123535,-0.05379122868180275,Left,
60,8.083885669708252,HAND_0,WRIST_HAND,0.7162749767303467,0.8263855576515198,3.523381622017041e-07,Left,
60,8.083885669708252,HAND_0,INDEX_FINGER_TIP,0.45867031812667847,0.6507333517074585,-0.04471291974186897,Left,
61,8.17774248123169,HAND_0,WRIST_HAND,0.6558074355125427,0.8158664107322693,4.5472177134797676e-07,Left,
61,8.17774248123169,HAND_0,INDEX_FINGER_TIP,0.40533268451690674,0.6356275677680969,-0.024095049127936363,Left,
62,8.289865255355835,HAND_0,WRIST_HAND,0.5455908179283142,0.8251535892486572,2.6433232847011823e-07,Left,
62,8.289865255355835,HAND_0,INDEX_FINGER_TIP,0.3396376669406891,0.6706048250198364,-0.052284423261880875,Left,
62,8.289865255355835,HAND_1,WRIST_HAND,0.5845372080802917,0.8427537679672241,4.865271421294892e-07,Left,
62,8.289865255355835,HAND_1,INDEX_FINGER_TIP,0.33831584453582764,0.6722842454910278,-0.024778831750154495,Left,
