frame_id,timestamp,source,landmark_name,x_norm,y_norm,z_norm,handedness,visibility
14,2.365436315536499,HAND_0,WRIST_HAND,0.5469749569892883,1.0335752964019775,5.158789804227126e-07,Left,
14,2.365436315536499,HAND_0,INDEX_FINGER_TIP,0.32468381524086,0.6452893018722534,-0.14368735253810883,Left,
15,2.5105528831481934,HAND_0,WRIST_HAND,0.5283653736114502,1.0070745944976807,7.547866971435724e-07,Left,
15,2.5105528831481934,HAND_0,INDEX_FINGER_TIP,0.30343151092529297,0.5946676731109619,-0.14552727341651917,Left,
16,2.7244839668273926,HAND_0,WRIST_HAND,0.49783191084861755,0.9770745038986206,7.606079748256889e-07,Left,
16,2.7244839668273926,HAND_0,INDEX_FINGER_TIP,0.27291396260261536,0.5195909142494202,-0.1275915950536728,Left,
17,2.922945499420166,HAND_0,WRIST_HAND,0.5049601793289185,0.9404351711273193,5.935590365879762e-07,Left,
17,2.922945499420166,HAND_0,INDEX_FINGER_TIP,0.2809528708457947,0.46020472049713135,-0.10053732246160507,Left,
18,3.134453535079956,HAND_0,WRIST_HAND,0.5156052708625793,0.900378406047821,6.120067723713873e-07,Left,
18,3.134453535079956,HAND_0,INDEX_FINGER_TIP,0.3051571249961853,0.41274601221084595,-0.11969393491744995,Left,
19,3.3452372550964355,POSE,LEFT_SHOULDER,0.3748777508735657,0.620909571647644,-0.29250597953796387,,0.9998821020126343
19,3.3452372550964355,POSE,RIGHT_SHOULDER,0.5030204057693481,0.657749593257904,-0.3344798684120178,,0.9999312162399292
19,3.3452372550964355,POSE,LEFT_ELBOW,0.36152327060699463,0.4925817847251892,-0.27301710844039917,,0.8454741835594177
19,3.3452372550964355,POSE,RIGHT_ELBOW,0.5182266235351562,0.5486913919448853,-0.32020461559295654,,0.9944421648979187
19,3.3452372550964355,POSE,LEFT_WRIST_POSE,0.3557645082473755,0.45411011576652527,-0.3396047353744507,,0.7889655828475952
19,3.3452372550964355,POSE,RIGHT_WRIST_POSE,0.48398298025131226,0.5214608907699585,-0.36209502816200256,,0.9966681599617004
19,3.3452372550964355,HAND_0,WRIST_HAND,0.5097769498825073,0.8608332872390747,5.94427717715007e-07,Left,
19,3.3452372550964355,HAND_0,INDEX_FINGER_TIP,0.2998804748058319,0.373601496219635,-0.09071581065654755,Left,
20,3.5002410411834717,POSE,LEFT_SHOULDER,0.3768431842327118,0.6100423336029053,-0.20151063799858093,,0.9998646378517151
20,3.5002410411834717,POSE,RIGHT_SHOULDER,0.4766405522823334,0.6167770028114319,-0.2204124927520752,,0.9999282360076904
20,3.5002410411834717,POSE,LEFT_ELBOW,0.3925480544567108,0.4619380831718445,-0.071439728140831,,0.8045775890350342
20,3.5002410411834717,POSE,RIGHT_ELBOW,0.49314603209495544,0.48565930128097534,-0.12673348188400269,,0.9929001927375793
20,3.5002410411834717,POSE,LEFT_WRIST_POSE,0.3724007308483124,0.4396054148674011,0.03786119073629379,,0.7279337644577026
20,3.5002410411834717,POSE,RIGHT_WRIST_POSE,0.440969854593277,0.4685167372226715,-0.1051478236913681,,0.9944052696228027
20,3.5002410411834717,HAND_0,WRIST_HAND,0.5098816156387329,0.8608807921409607,5.627182986245316e-07,Left,
